KEGG	GO_ID	GO_Description
ppa:PAS_chr3_0456;	P:GO:0006094; P:GO:0006096; P:GO:0051156; F:GO:0004347; F:GO:0016853; F:GO:0048029; F:GO:0097367; C:GO:0005737; C:GO:0005739; C:GO:0005829; C:GO:0005886	P:gluconeogenesis; P:glycolytic process; P:glucose 6-phosphate metabolic process; F:glucose-6-phosphate isomerase activity; F:isomerase activity; F:monosaccharide binding; F:carbohydrate derivative binding; C:cytoplasm; C:mitochondrion; C:cytosol; C:plasma membrane
ppa:PAS_chr3_0455;		
ppa:PAS_chr3_0454;	P:GO:0006094; P:GO:0006096; P:GO:0006506; P:GO:0051156; F:GO:0004347; F:GO:0016853; F:GO:0048029; F:GO:0097367; C:GO:0000506; C:GO:0005829; C:GO:0016020	P:gluconeogenesis; P:glycolytic process; P:GPI anchor biosynthetic process; P:glucose 6-phosphate metabolic process; F:glucose-6-phosphate isomerase activity; F:isomerase activity; F:monosaccharide binding; F:carbohydrate derivative binding; C:glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex; C:cytosol; C:membrane
ppa:PAS_chr3_0453;	P:GO:0006367; P:GO:0006413; P:GO:0031326; P:GO:0080090; F:GO:0003743; F:GO:0016251; C:GO:0005634; C:GO:0005669	P:transcription initiation at RNA polymerase II promoter; P:translational initiation; P:regulation of cellular biosynthetic process; P:regulation of primary metabolic process; F:translation initiation factor activity; F:RNA polymerase II general transcription initiation factor activity; C:nucleus; C:transcription factor TFIID complex
ppa:PAS_chr3_0452;	P:GO:0006357; P:GO:0015949; F:GO:0008894	"P:regulation of transcription by RNA polymerase II; P:nucleobase-containing small molecule interconversion; F:guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity"
ppa:PAS_chr3_0451;	P:GO:0045040; P:GO:0070096; C:GO:0005741	P:protein insertion into mitochondrial outer membrane; P:mitochondrial outer membrane translocase complex assembly; C:mitochondrial outer membrane
ppa:PAS_chr3_0450;	P:GO:0006511; P:GO:0010498; P:GO:0010499; P:GO:0043161; F:GO:0004175; C:GO:0000502; C:GO:0005634; C:GO:0005737; C:GO:0005829; C:GO:0005839; C:GO:0019773; C:GO:0019774	"P:ubiquitin-dependent protein catabolic process; P:proteasomal protein catabolic process; P:proteasomal ubiquitin-independent protein catabolic process; P:proteasome-mediated ubiquitin-dependent protein catabolic process; F:endopeptidase activity; C:proteasome complex; C:nucleus; C:cytoplasm; C:cytosol; C:proteasome core complex; C:proteasome core complex, alpha-subunit complex; C:proteasome core complex, beta-subunit complex"
ppa:PAS_chr3_0449;	F:GO:0016491; F:GO:0016616	"F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
ppa:PAS_chr3_0448;	F:GO:0016491; F:GO:0016616	"F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
ppa:PAS_chr3_0447;	F:GO:0016491; F:GO:0016616	"F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
ppa:PAS_chr3_0446;	F:GO:0016491; F:GO:0016616	"F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
ppa:PAS_chr3_0445;		
ppa:PAS_chr3_0444;		
ppa:PAS_chr3_0443;	P:GO:0008033; P:GO:0030488; P:GO:0032259; F:GO:0008168; F:GO:0160107; C:GO:0005634; C:GO:0031515	P:tRNA processing; P:tRNA methylation; P:methylation; F:methyltransferase activity; F:tRNA (adenine(58)-N1)-methyltransferase activity; C:nucleus; C:tRNA (m1A) methyltransferase complex
ppa:PAS_chr3_0442;	P:GO:0000290; P:GO:0000956; P:GO:0006397; F:GO:0000339; F:GO:0003723; C:GO:0000932; C:GO:0005737; C:GO:0032991; C:GO:1990726; C:GO:1990904	P:deadenylation-dependent decapping of nuclear-transcribed mRNA; P:nuclear-transcribed mRNA catabolic process; P:mRNA processing; F:RNA cap binding; F:RNA binding; C:P-body; C:cytoplasm; C:protein-containing complex; C:Lsm1-7-Pat1 complex; C:ribonucleoprotein complex
ppa:PAS_chr3_0440;	P:GO:0035879; P:GO:0055085; F:GO:0008514; F:GO:0015355; F:GO:0022857; C:GO:0016020	P:plasma membrane lactate transport; P:transmembrane transport; F:organic anion transmembrane transporter activity; F:secondary active monocarboxylate transmembrane transporter activity; F:transmembrane transporter activity; C:membrane
ppa:PAS_chr3_0438;	P:GO:0010608; P:GO:0010629; P:GO:0065008; F:GO:0003723; F:GO:0003729; C:GO:0005737	P:post-transcriptional regulation of gene expression; P:negative regulation of gene expression; P:regulation of biological quality; F:RNA binding; F:mRNA binding; C:cytoplasm
ppa:PAS_chr3_0436;	P:GO:0006351; P:GO:0006357; F:GO:0000978; F:GO:0000981; F:GO:0003677; F:GO:0008270; C:GO:0000785; C:GO:0016020	"P:DNA-templated transcription; P:regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:zinc ion binding; C:chromatin; C:membrane"
ppa:PAS_chr3_0435;		
ppa:PAS_chr3_0434;	P:GO:0015810; P:GO:0015813; P:GO:0043490; P:GO:0055085; P:GO:0070778; F:GO:0005313; F:GO:0015183; C:GO:0005739; C:GO:0005743; C:GO:0016020	P:aspartate transmembrane transport; P:L-glutamate transmembrane transport; P:malate-aspartate shuttle; P:transmembrane transport; P:L-aspartate transmembrane transport; F:L-glutamate transmembrane transporter activity; F:L-aspartate transmembrane transporter activity; C:mitochondrion; C:mitochondrial inner membrane; C:membrane
ppa:PAS_chr3_0433;		
ppa:PAS_chr3_0432;	P:GO:0000184; P:GO:0000956; F:GO:0003676; F:GO:0003723; F:GO:0004527; F:GO:0004534; F:GO:0008409; C:GO:0005737	"P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; P:nuclear-transcribed mRNA catabolic process; F:nucleic acid binding; F:RNA binding; F:exonuclease activity; F:5'-3' RNA exonuclease activity; F:5'-3' exonuclease activity; C:cytoplasm"
ppa:PAS_chr3_0431;	P:GO:0006606; P:GO:0006913; P:GO:0015031; P:GO:0051028; F:GO:0008139; F:GO:0017056; C:GO:0005634; C:GO:0005635; C:GO:0005643; C:GO:0031965; C:GO:0044613	P:protein import into nucleus; P:nucleocytoplasmic transport; P:protein transport; P:mRNA transport; F:nuclear localization sequence binding; F:structural constituent of nuclear pore; C:nucleus; C:nuclear envelope; C:nuclear pore; C:nuclear membrane; C:nuclear pore central transport channel
ppa:PAS_chr3_0429;	P:GO:0006862; P:GO:0035350; P:GO:0055085; P:GO:1901679; P:GO:1904947; F:GO:0008517; F:GO:0015215; F:GO:0015230; C:GO:0005737; C:GO:0005739; C:GO:0005743; C:GO:0016020; C:GO:0043231	P:nucleotide transport; P:FAD transmembrane transport; P:transmembrane transport; P:nucleotide transmembrane transport; P:folate import into mitochondrion; F:folic acid transmembrane transporter activity; F:nucleotide transmembrane transporter activity; F:FAD transmembrane transporter activity; C:cytoplasm; C:mitochondrion; C:mitochondrial inner membrane; C:membrane; C:intracellular membrane-bounded organelle
ppa:PAS_chr3_1190;	P:GO:0015031; P:GO:0030150; P:GO:0045040; F:GO:0008320; C:GO:0005739; C:GO:0005741; C:GO:0005742	P:protein transport; P:protein import into mitochondrial matrix; P:protein insertion into mitochondrial outer membrane; F:protein transmembrane transporter activity; C:mitochondrion; C:mitochondrial outer membrane; C:mitochondrial outer membrane translocase complex
ppa:PAS_chr3_0428;	P:GO:0033617; C:GO:0005737; C:GO:0005758	P:mitochondrial cytochrome c oxidase assembly; C:cytoplasm; C:mitochondrial intermembrane space
ppa:PAS_chr3_0427;	P:GO:0051452; P:GO:0098656; F:GO:0008308; F:GO:0010427; C:GO:0016020; C:GO:0032580	P:intracellular pH reduction; P:monoatomic anion transmembrane transport; F:voltage-gated monoatomic anion channel activity; F:abscisic acid binding; C:membrane; C:Golgi cisterna membrane
ppa:PAS_chr3_0426;	P:GO:0000002; P:GO:0006310; P:GO:0007017; P:GO:0015031; F:GO:0000150; F:GO:0003697; F:GO:0003735; C:GO:0005643; C:GO:0005739; C:GO:0030286	P:mitochondrial genome maintenance; P:DNA recombination; P:microtubule-based process; P:protein transport; F:DNA strand exchange activity; F:single-stranded DNA binding; F:structural constituent of ribosome; C:nuclear pore; C:mitochondrion; C:dynein complex
ppa:PAS_chr3_0425;	P:GO:0006629; P:GO:0006696; P:GO:0008610; P:GO:0030148; P:GO:0033490; P:GO:0044255; F:GO:0000170; F:GO:0000248; F:GO:0000254; F:GO:0005506; F:GO:0016491; F:GO:0042284; C:GO:0005783; C:GO:0005789; C:GO:0016020	P:lipid metabolic process; P:ergosterol biosynthetic process; P:lipid biosynthetic process; P:sphingolipid biosynthetic process; P:cholesterol biosynthetic process via lathosterol; P:cellular lipid metabolic process; F:sphingosine hydroxylase activity; F:C-5 sterol desaturase activity; F:C-4 methylsterol oxidase activity; F:iron ion binding; F:oxidoreductase activity; F:sphingolipid delta-4 desaturase activity; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:membrane
ppa:PAS_chr3_1189;	P:GO:0031505	P:fungal-type cell wall organization
ppa:PAS_chr3_0424;	P:GO:0006099; P:GO:0006121; P:GO:0045039; P:GO:0071806; F:GO:0008177; F:GO:0008320; F:GO:0020037; F:GO:0048039; C:GO:0005739; C:GO:0005740; C:GO:0005743; C:GO:0005749; C:GO:0016020; C:GO:0031966; C:GO:0042721	"P:tricarboxylic acid cycle; P:mitochondrial electron transport, succinate to ubiquinone; P:protein insertion into mitochondrial inner membrane; P:protein transmembrane transport; F:succinate dehydrogenase (quinone) activity; F:protein transmembrane transporter activity; F:heme binding; F:ubiquinone binding; C:mitochondrion; C:mitochondrial envelope; C:mitochondrial inner membrane; C:obsolete mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone); C:membrane; C:mitochondrial membrane; C:TIM22 mitochondrial import inner membrane insertion complex"
ppa:PAS_chr3_0423;	P:GO:0006506; F:GO:0016787; C:GO:0005783; C:GO:0016020	P:GPI anchor biosynthetic process; F:hydrolase activity; C:endoplasmic reticulum; C:membrane
ppa:PAS_chr3_0422;	P:GO:0044283; F:GO:0016491; F:GO:0016706; F:GO:0046872	P:small molecule biosynthetic process; F:oxidoreductase activity; F:2-oxoglutarate-dependent dioxygenase activity; F:metal ion binding
ppa:PAS_chr3_0421;	P:GO:0006869; P:GO:0006887; P:GO:0006897; P:GO:0030011; P:GO:0034727; P:GO:0035621; F:GO:0008289; C:GO:0005829; C:GO:0016020; C:GO:0043231	P:lipid transport; P:exocytosis; P:endocytosis; P:maintenance of cell polarity; P:piecemeal microautophagy of the nucleus; P:ER to Golgi ceramide transport; F:lipid binding; C:cytosol; C:membrane; C:intracellular membrane-bounded organelle
ppa:PAS_chr3_0420;		
ppa:PAS_chr3_0419;	P:GO:0006508; F:GO:0004181; F:GO:0008270; C:GO:0005615	P:proteolysis; F:metallocarboxypeptidase activity; F:zinc ion binding; C:extracellular space
ppa:PAS_chr3_0418;	P:GO:0006355; F:GO:0003677; F:GO:0008270; F:GO:0043565	P:regulation of DNA-templated transcription; F:DNA binding; F:zinc ion binding; F:sequence-specific DNA binding
ppa:PAS_chr3_0417;	P:GO:0006596; P:GO:0033387; F:GO:0003824; F:GO:0004586; C:GO:0005737	P:polyamine biosynthetic process; P:putrescine biosynthetic process from ornithine; F:catalytic activity; F:ornithine decarboxylase activity; C:cytoplasm
ppa:PAS_chr3_0416;		
ppa:PAS_chr3_0415;		
ppa:PAS_chr3_0414;	P:GO:0031505; P:GO:0097720; F:GO:0004722; F:GO:0005516; F:GO:0016787; F:GO:0017018; F:GO:0033192; F:GO:0046872; C:GO:0005737; C:GO:0005955	P:fungal-type cell wall organization; P:calcineurin-mediated signaling; F:protein serine/threonine phosphatase activity; F:calmodulin binding; F:hydrolase activity; F:myosin phosphatase activity; F:calmodulin-dependent protein phosphatase activity; F:metal ion binding; C:cytoplasm; C:calcineurin complex
ppa:PAS_chr3_0413;	P:GO:0000462; P:GO:0000463; P:GO:0006364; F:GO:0005515; F:GO:0043022; C:GO:0005634; C:GO:0005737	"P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); P:maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); P:rRNA processing; F:protein binding; F:ribosome binding; C:nucleus; C:cytoplasm"
ppa:PAS_chr3_0412;	F:GO:0016301; C:GO:0000138; C:GO:0005797; C:GO:0016020	F:kinase activity; C:Golgi trans cisterna; C:Golgi medial cisterna; C:membrane
ppa:PAS_chr3_0411;		
ppa:PAS_chr3_0410;	P:GO:0010121; P:GO:0019544; P:GO:0055129; F:GO:0004587; F:GO:0008483; F:GO:0030170; F:GO:0042802; C:GO:0005737	P:arginine catabolic process to proline via ornithine; P:arginine catabolic process to glutamate; P:L-proline biosynthetic process; F:ornithine aminotransferase activity; F:transaminase activity; F:pyridoxal phosphate binding; F:identical protein binding; C:cytoplasm
ppa:PAS_chr3_0409;		
ppa:PAS_chr3_0408;	P:GO:0010230; F:GO:0009916; F:GO:0016491; F:GO:0046872; C:GO:0005739; C:GO:0016020; C:GO:0043229; C:GO:0070469	P:alternative respiration; F:alternative oxidase activity; F:oxidoreductase activity; F:metal ion binding; C:mitochondrion; C:membrane; C:intracellular organelle; C:obsolete respirasome
ppa:PAS_chr3_0407;	P:GO:0000435; P:GO:0006351; P:GO:0006355; P:GO:0006357; F:GO:0000978; F:GO:0000981; F:GO:0003677; F:GO:0008270; F:GO:0046872; C:GO:0005634	"P:positive regulation of transcription from RNA polymerase II promoter by galactose; P:DNA-templated transcription; P:regulation of DNA-templated transcription; P:regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:zinc ion binding; F:metal ion binding; C:nucleus"
ppa:PAS_chr3_0406;	P:GO:0006533; P:GO:0019478; P:GO:0046416; F:GO:0003884; F:GO:0008445; F:GO:0016491; F:GO:0071949; C:GO:0005737	P:aspartate catabolic process; P:D-amino acid catabolic process; P:D-amino acid metabolic process; F:D-amino-acid oxidase activity; F:D-aspartate oxidase activity; F:oxidoreductase activity; F:FAD binding; C:cytoplasm
ppa:PAS_chr3_0405;		
ppa:PAS_chr3_0404;		
ppa:PAS_chr3_0403;	P:GO:0006085; P:GO:0019427; F:GO:0003987; F:GO:0005524; F:GO:0016208; F:GO:0016874; C:GO:0005829	P:acetyl-CoA biosynthetic process; P:acetyl-CoA biosynthetic process from acetate; F:acetate-CoA ligase activity; F:ATP binding; F:AMP binding; F:ligase activity; C:cytosol
ppa:PAS_chr3_0402;	P:GO:0006457; F:GO:0005524; F:GO:0140662; C:GO:0005737; C:GO:0005739	P:protein folding; F:ATP binding; F:ATP-dependent protein folding chaperone; C:cytoplasm; C:mitochondrion
ppa:PAS_chr3_0401;	P:GO:0006986; P:GO:0009306; P:GO:0030968; F:GO:0003674; C:GO:0005783; C:GO:0005789; C:GO:0016020	P:response to unfolded protein; P:protein secretion; P:endoplasmic reticulum unfolded protein response; F:molecular_function; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:membrane
ppa:PAS_chr3_0400;		
ppa:PAS_chr3_1188;	P:GO:1901006; F:GO:0044877; C:GO:0005739	P:ubiquinone-6 biosynthetic process; F:protein-containing complex binding; C:mitochondrion
ppa:PAS_chr3_0399;	P:GO:0046512; F:GO:0016301; F:GO:0017050; C:GO:0005737; C:GO:0016020; C:GO:0043231	P:sphingosine biosynthetic process; F:kinase activity; F:D-erythro-sphingosine kinase activity; C:cytoplasm; C:membrane; C:intracellular membrane-bounded organelle
ppa:PAS_chr3_0398;	P:GO:0000288; P:GO:0006412; P:GO:0006415; P:GO:0006417; F:GO:0003747; F:GO:0003924; F:GO:0005525; C:GO:0018444	"P:nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay; P:translation; P:translational termination; P:regulation of translation; F:translation release factor activity; F:GTPase activity; F:GTP binding; C:translation release factor complex"
ppa:PAS_chr3_1187;	P:GO:0000915; P:GO:0000917; P:GO:0006357; P:GO:0032186; P:GO:0032786; P:GO:0061640; P:GO:0097271; F:GO:0003924; F:GO:0005525; F:GO:0016538; F:GO:0060090; F:GO:0061575; C:GO:0005634; C:GO:0005829; C:GO:0005935; C:GO:0005938; C:GO:0005940; C:GO:0008024; C:GO:0015630; C:GO:0031105; C:GO:0032153; C:GO:0032156	"P:actomyosin contractile ring assembly; P:division septum assembly; P:regulation of transcription by RNA polymerase II; P:cellular bud neck septin ring organization; P:positive regulation of DNA-templated transcription, elongation; P:cytoskeleton-dependent cytokinesis; P:protein localization to bud neck; F:GTPase activity; F:GTP binding; F:cyclin-dependent protein serine/threonine kinase regulator activity; F:molecular adaptor activity; F:cyclin-dependent protein serine/threonine kinase activator activity; C:nucleus; C:cytosol; C:cellular bud neck; C:cell cortex; C:septin ring; C:cyclin/CDK positive transcription elongation factor complex; C:microtubule cytoskeleton; C:septin complex; C:cell division site; C:septin cytoskeleton"
ppa:PAS_chr3_0397;	P:GO:0000915; P:GO:0000917; P:GO:0032186; P:GO:0061640; P:GO:0097271; F:GO:0003924; F:GO:0005525; F:GO:0060090; C:GO:0005829; C:GO:0005935; C:GO:0005938; C:GO:0005940; C:GO:0015630; C:GO:0031105; C:GO:0032153; C:GO:0032156	P:actomyosin contractile ring assembly; P:division septum assembly; P:cellular bud neck septin ring organization; P:cytoskeleton-dependent cytokinesis; P:protein localization to bud neck; F:GTPase activity; F:GTP binding; F:molecular adaptor activity; C:cytosol; C:cellular bud neck; C:cell cortex; C:septin ring; C:microtubule cytoskeleton; C:septin complex; C:cell division site; C:septin cytoskeleton
ppa:PAS_chr3_0396;		
ppa:PAS_chr3_0395;	P:GO:0000077; P:GO:0006974; P:GO:0045944; F:GO:0042393; C:GO:0005634; C:GO:0043229	P:DNA damage checkpoint signaling; P:DNA damage response; P:positive regulation of transcription by RNA polymerase II; F:histone binding; C:nucleus; C:intracellular organelle
ppa:PAS_chr3_0394;	C:GO:0016020	C:membrane
ppa:PAS_chr3_0393;	P:GO:0006357; F:GO:0000978; F:GO:0000981; C:GO:0000785	"P:regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; C:chromatin"
ppa:PAS_chr3_0392;	P:GO:0008643; P:GO:0015786; P:GO:0055085; P:GO:0071702; F:GO:0015297; C:GO:0000139; C:GO:0005783; C:GO:0005789; C:GO:0005793; C:GO:0005794; C:GO:0005801; C:GO:0016020; C:GO:0030659; C:GO:0031410	P:carbohydrate transport; P:UDP-glucose transmembrane transport; P:transmembrane transport; P:obsolete organic substance transport; F:antiporter activity; C:Golgi membrane; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:endoplasmic reticulum-Golgi intermediate compartment; C:Golgi apparatus; C:cis-Golgi network; C:membrane; C:cytoplasmic vesicle membrane; C:cytoplasmic vesicle
